date,regime,rho,target_skewness,fitted_skewness,skewness_error,feasible
2014-07-01,Unconstrained,-0.31880664324595703,-3.9360000000000013,-3.9359999999999284,7.283063041541027e-14,True
2014-07-02,Unconstrained,-0.3298800309012678,-4.037000000000001,-4.0369999999990815,9.192646643896296e-13,True
2014-07-03,Unconstrained,-0.35160890812558193,-4.228,-4.22799999995829,4.170974676753758e-11,True
2014-07-07,Unconstrained,-0.3000743321498002,-3.775999999999999,-3.7759999999999985,4.440892098500626e-16,True
2014-07-08,Unconstrained,-0.26058740721750817,-3.419999999999999,-3.4199999999999617,3.730349362740526e-14,True
2014-07-09,Unconstrained,-0.278039618697932,-3.580000000000001,-3.5799999996686234,3.313775920332773e-10,True
2014-07-10,Unconstrained,-0.26487227554855136,-3.4430000000000005,-3.4429999999988445,1.155964213239713e-12,True
2014-07-11,Unconstrained,-0.3150721373103459,-3.874000000000001,-3.8739999999999672,3.375077994860476e-14,True
2014-07-14,Unconstrained,-0.3291085765899901,-3.9939999999999998,-3.9939999999991507,8.490985692333197e-13,True
2014-07-15,Unconstrained,-0.2922781628596669,-3.691999999999999,-3.692,-1.3322676295501878e-15,True
2014-07-16,Unconstrained,-0.2654753523506749,-3.4860000000000015,-3.485999999998445,1.5565326805244695e-12,True
2014-07-17,Unconstrained,-0.23758723177420582,-3.1650000000000005,-3.164999998471945,1.5280554599428342e-09,True
2014-07-18,Unconstrained,-0.3466549829227322,-4.119,-4.118999999978624,2.1375790026922914e-11,True
2014-07-21,Unconstrained,-0.31842914326336963,-3.875,-3.8749999999999205,7.949196856316121e-14,True
2014-07-22,Unconstrained,-0.28665856589559485,-3.6370000000000005,-3.6370000000000013,-8.881784197001252e-16,True
2014-07-23,Unconstrained,-0.24116978655120708,-3.2550000000000012,-3.2550000000000026,-1.3322676295501878e-15,True
2014-07-24,Unconstrained,-0.25571434913728464,-3.3800000000000012,-3.3800000000000017,-4.440892098500626e-16,True
2014-07-25,Unconstrained,-0.27490740086458204,-3.525999999999999,-3.525999999878123,1.2187584275125118e-10,True
2014-07-28,Unconstrained,-0.27167850212407796,-3.502000000000001,-3.5019999999643723,3.5628833217060674e-11,True
2014-07-29,Unconstrained,-0.24269684046604909,-3.2349999999999994,-3.2349999999157877,8.421174868544767e-11,True
2014-07-30,Unconstrained,-0.2224980235843049,-3.0539999999999994,-3.053999999583608,4.163913658317142e-10,True
2014-07-31,Unconstrained,-0.20866691034379128,-2.871000000000001,-2.8709999999999845,1.6431300764452317e-14,True
2014-08-01,Unconstrained,-0.21145218609437902,-2.8930000000000007,-2.8929999999999874,1.3322676295501878e-14,True
2014-08-04,Unconstrained,-0.18471285931093437,-2.686,-2.6859999999999986,1.3322676295501878e-15,True
2014-08-05,Unconstrained,-0.1620464111760493,-2.4620000000000006,-2.4619999999999833,1.7319479184152442e-14,True
2014-08-06,Unconstrained,-0.15932841309146856,-2.441,-2.4410000000000007,-8.881784197001252e-16,True
2014-08-07,Unconstrained,-0.16250763106931873,-2.468000000000001,-2.467999999999993,7.993605777301127e-15,True
2014-08-08,Unconstrained,-0.11690799785009957,-2.036,-2.036000000000128,-1.2789769243681803e-13,True
2014-08-11,Unconstrained,-0.15640245370722963,-2.4239999999999995,-2.423999999999995,4.440892098500626e-15,True
2014-08-12,Unconstrained,-0.150757469146079,-2.3689999999999998,-2.369000000000002,-2.220446049250313e-15,True
2014-08-13,Unconstrained,-0.18342768814347635,-2.6930000000000005,-2.6929999999999996,8.881784197001252e-16,True
2014-08-14,Unconstrained,-0.24203930601076515,-3.246000000000001,-3.245999999987346,1.2654766123887384e-11,True
2014-08-15,Unconstrained,-0.27841833741198063,-3.5430000000000006,-3.542999999613691,3.8630965093489067e-10,True
2014-08-18,Unconstrained,-0.3125812368871822,-3.846000000000001,-3.8459999999999868,1.4210854715202004e-14,True
2014-08-19,Unconstrained,-0.31500304942374746,-3.8689999999999998,-3.8689999999999682,3.1530333899354446e-14,True
2014-08-20,Unconstrained,-0.2744879982802539,-3.5460000000000007,-3.5459999998976017,1.0239897818564714e-10,True
2014-08-21,Unconstrained,-0.2777946748232882,-3.575,-3.5749999996923147,3.076854326877765e-10,True
2014-08-22,Unconstrained,-0.26946101550609847,-3.5099999999999993,-3.5099999999868445,1.3154810574178555e-11,True
2014-08-25,Unconstrained,-0.27378943996638605,-3.541999999999999,-3.5419999999205265,7.94724286379278e-11,True
2014-08-26,Unconstrained,-0.2523078178871616,-3.353999999999999,-3.354000000000002,-2.6645352591003757e-15,True
2014-08-27,Unconstrained,-0.27390927281720084,-3.5409999999999995,-3.540999999917199,8.280043317654417e-11,True
2014-08-28,Unconstrained,-0.30513077406845207,-3.794999999999999,-3.7949999999999973,1.7763568394002505e-15,True
2014-08-29,Unconstrained,-0.18361686149635056,-2.7010000000000005,-2.7009999999999983,2.220446049250313e-15,True
2014-09-02,Unconstrained,-0.23352081676901784,-3.1719999999999997,-3.172000000000107,-1.0746958878371515e-13,True
2014-09-03,Unconstrained,-0.23186393509179365,-3.155000000000001,-3.155000000000235,-2.34035013590983e-13,True
2014-09-04,Unconstrained,-0.21711928212354487,-3.0150000000000006,-3.0150000001363604,-1.3635981233051098e-10,True
2014-09-05,Unconstrained,-0.2996489364812681,-3.749000000000001,-3.7490000000000014,-4.440892098500626e-16,True
2014-09-08,Unconstrained,-0.2476263564752748,-3.2909999999999995,-3.29099999999748,2.5193180874794052e-12,True
2014-09-09,Unconstrained,-0.29757389955459723,-3.6879999999999997,-3.688,-4.440892098500626e-16,True
2014-09-10,Unconstrained,-0.22162181464351235,-3.053,-3.0530000000044875,-4.487521465534883e-12,True
2014-09-11,Unconstrained,-0.24579931649258321,-3.272,-3.271999999989745,1.0254908033857646e-11,True
2014-09-12,Unconstrained,-0.18834611200776497,-2.7370000000000005,-2.737000000000001,-4.440892098500626e-16,True
2014-09-15,Unconstrained,-0.186141010877258,-2.7090000000000005,-2.7089999999999996,8.881784197001252e-16,True
2014-09-16,Unconstrained,-0.1820706231983593,-2.681,-2.6810000000000027,-2.6645352591003757e-15,True
2014-09-17,Unconstrained,-0.30982654356544503,-3.8129999999999997,-3.8129999999999926,7.105427357601002e-15,True
2014-09-18,Unconstrained,-0.35876724266188365,-4.209999999999999,-4.20999999986574,1.3425882627871033e-10,True
2014-09-19,Unconstrained,-0.4172401756413752,-4.608000000000001,-4.607999999999997,4.440892098500626e-15,True
2014-09-22,Unconstrained,-0.337457782334039,-3.9849999999999994,-3.9849999999950945,4.9049653227939416e-12,True
2014-09-23,Unconstrained,-0.24817311387795093,-3.246000000000001,-3.2459999999811737,1.8827162051593405e-11,True
2014-09-24,Unconstrained,-0.18339554903479294,-2.6900000000000004,-2.69,4.440892098500626e-16,True
2014-09-25,Unconstrained,-0.24758214873881196,-3.224000000000001,-3.223999999951518,4.8482995396170736e-11,True
2014-09-26,Unconstrained,-0.22486451325700982,-3.049000000000001,-3.049,8.881784197001252e-16,True
2014-09-29,Unconstrained,-0.24164821088041352,-3.166999999999999,-3.1669999986956614,1.3043375268750879e-09,True
2014-09-30,Unconstrained,-0.19606473517678505,-2.7730000000000006,-2.7729999999999912,9.325873406851315e-15,True
2014-10-01,Unconstrained,-0.14621848582440397,-2.317,-2.3170000001288638,-1.2886358646824192e-10,True
2014-10-02,Unconstrained,-0.16935083233217912,-2.5349999999999993,-2.5349999999999975,1.7763568394002505e-15,True
2014-10-03,Unconstrained,-0.13902446907057833,-2.253,-2.253000000000023,-2.3092638912203256e-14,True
2014-10-06,Unconstrained,-0.18620932102721863,-2.6959999999999993,-2.696000000000001,-1.7763568394002505e-15,True
2014-10-07,Unconstrained,-0.12181028412450812,-2.0849999999999995,-2.0849999999999986,8.881784197001252e-16,True
2014-10-08,Unconstrained,-0.19810951911262634,-2.808000000000001,-2.8080000000000007,4.440892098500626e-16,True
2014-10-09,Unconstrained,-0.15243863392894477,-2.3579999999999997,-2.357999999997823,2.176481217475157e-12,True
2014-10-10,Unconstrained,-0.25081563201895,-3.0819999999999994,-3.0819999999975916,2.4078516958070395e-12,True
2014-10-13,Unconstrained,-0.2630023268671851,-3.0360000000000014,-3.03599999999959,4.11226608321158e-13,True
2014-10-14,Unconstrained,-0.21494424854475083,-2.778,-2.7779999999998113,1.887379141862766e-13,True
2014-10-15,Unconstrained,-0.01624381146027912,-1.1310000000000002,-1.130999999999583,4.1722181265413383e-13,True
2014-10-16,Unconstrained,-0.2288609873286206,-2.7969999999999997,-2.7969999999999926,7.105427357601002e-15,True
2014-10-17,Unconstrained,-0.2678746922572938,-3.1710000000000007,-3.170999999991919,8.08153544085144e-12,True
2014-10-20,Unconstrained,-0.11964317355672241,-2.0620000000000003,-2.0619999999999687,3.1530333899354446e-14,True
2014-10-21,Unconstrained,-0.2123071290672414,-2.9180000000000006,-2.918000000000001,-4.440892098500626e-16,True
2014-10-22,Unconstrained,-0.19092410254646186,-2.7040000000000006,-2.7039999999997826,2.1804780203638074e-13,True
2014-10-23,Unconstrained,-0.2084698100224546,-2.877000000000001,-2.8769999999999945,6.661338147750939e-15,True
2014-10-24,Unconstrained,-0.17170337308847708,-2.5569999999999995,-2.5569999999999977,1.7763568394002505e-15,True
2014-10-27,Unconstrained,-0.15225351577102963,-2.377,-2.3769999999999984,1.3322676295501878e-15,True
2014-10-28,Unconstrained,-0.1914736347090873,-2.7560000000000002,-2.756000000204476,-2.0447599169415298e-10,True
2014-10-29,Unconstrained,-0.15613312901523216,-2.4180000000000006,-2.4180000000000015,-8.881784197001252e-16,True
2014-10-30,Unconstrained,-0.12389881349849607,-2.1019999999999994,-2.1020000000002748,-2.753353101070388e-13,True
2014-10-31,Unconstrained,-0.1615746105258747,-2.475,-2.474999999999997,3.1086244689504383e-15,True
2014-11-03,Unconstrained,-0.160743048135328,-2.464,-2.4639999999999986,1.3322676295501878e-15,True
2014-11-04,Unconstrained,-0.15612393147773423,-2.4189999999999996,-2.4189999999999987,8.881784197001252e-16,True
2014-11-05,Unconstrained,-0.17108505991961226,-2.566,-2.5659999999999976,2.220446049250313e-15,True
2014-11-06,Unconstrained,-0.16328284040212182,-2.4930000000000008,-2.492999999999999,1.7763568394002505e-15,True
2014-11-07,Unconstrained,-0.18515222577717902,-2.7079999999999997,-2.7079999999999997,0.0,True
2014-11-10,Unconstrained,-0.2210606519273708,-3.0509999999999993,-3.05100000002909,-2.9090951869648052e-11,True
2014-11-11,Unconstrained,-0.18530628642133315,-2.711,-2.710999999999998,1.7763568394002505e-15,True
2014-11-12,Unconstrained,-0.17097634151128882,-2.5709999999999993,-2.5709999999999953,3.9968028886505635e-15,True
2014-11-13,Unconstrained,-0.20589564090576337,-2.896000000000001,-2.8960000000098214,-9.820588786624285e-12,True
2014-11-14,Unconstrained,-0.20223948742060963,-2.8680000000000008,-2.868000000000002,-1.3322676295501878e-15,True
2014-11-17,Unconstrained,-0.15073471627619958,-2.3689999999999998,-2.3690000000000038,-3.9968028886505635e-15,True
2014-11-18,Unconstrained,-0.24037353112225818,-3.2030000000000003,-3.2029999996256846,3.743156895552602e-10,True
2014-11-19,Unconstrained,-0.1606231054421062,-2.4659999999999997,-2.465999999999996,3.552713678800501e-15,True
2014-11-20,Unconstrained,-0.291240531875706,-3.6349999999999993,-3.634999999999998,1.3322676295501878e-15,True
2014-11-21,Unconstrained,-0.31511023436804475,-3.846000000000001,-3.8459999999999614,3.952393967665557e-14,True
2014-11-24,Unconstrained,-0.3361859978885835,-4.018000000000001,-4.0179999999965,3.5003111520381935e-12,True
2014-11-25,Unconstrained,-0.33339066858429967,-4.011000000000001,-4.010999999997943,2.05790939844519e-12,True
2014-11-26,Unconstrained,-0.32926978933154594,-3.9860000000000015,-3.98599999999911,8.917311333789257e-13,True
2014-11-28,Unconstrained,-0.23758654666108028,-3.1889999999999987,-3.188999999676684,3.233147083392396e-10,True
2014-12-01,Unconstrained,-0.19557762395599285,-2.7950000000000004,-2.7950000000337343,-3.3733904558630456e-11,True
2014-12-02,Unconstrained,-0.1305939724241956,-2.164,-2.1640000000007427,-7.425171588693047e-13,True
2014-12-03,Unconstrained,-0.2646539210576543,-3.444,-3.4439999999989883,1.0116352200384426e-12,True
2014-12-04,Unconstrained,-0.20168715579181465,-2.872999999999999,-2.872999999999996,3.1086244689504383e-15,True
2014-12-05,Unconstrained,-0.2293755111045037,-3.1409999999999996,-3.1410000000227876,-2.2787993714246113e-11,True
2014-12-08,Unconstrained,-0.31018401590753236,-3.7620000000000005,-3.7619999999999894,1.1102230246251565e-14,True
2014-12-09,Unconstrained,-0.3010838490832478,-3.6689999999999996,-3.669,-4.440892098500626e-16,True
2014-12-10,Unconstrained,-0.2400722911122195,-3.0879999999999996,-3.088000000000002,-2.220446049250313e-15,True
2014-12-11,Unconstrained,-0.24422890921813814,-3.072999999999999,-3.0729999983102574,1.6897416799110943e-09,True
2014-12-12,Unconstrained,-0.2593432011961966,-3.147,-3.1469999999999905,9.325873406851315e-15,True
2014-12-15,Unconstrained,-0.3103566354282023,-3.5120000000000005,-3.511999999999986,1.4654943925052066e-14,True
2014-12-16,Unconstrained,-0.2697493065045513,-3.121000000000001,-3.120999999980178,1.9822810060077245e-11,True
2014-12-17,Unconstrained,-0.17552822003260188,-2.5480000000000005,-2.5479999999970486,2.9518609778733662e-12,True
2014-12-18,Unconstrained,-0.17997197944720347,-2.6239999999999997,-2.6239999999999526,4.707345624410664e-14,True
2014-12-19,Unconstrained,-0.337054446473074,-3.8629999999999995,-3.8629999999941287,5.870859354217828e-12,True
2014-12-22,Unconstrained,-0.3016958250528962,-3.6610000000000014,-3.6610000000000005,8.881784197001252e-16,True
2014-12-23,Unconstrained,-0.30383533518073175,-3.6930000000000005,-3.6929999999999996,8.881784197001252e-16,True
2014-12-24,Unconstrained,-0.28549456972134957,-3.5650000000000004,-3.564999999999999,1.3322676295501878e-15,True
2014-12-26,Unconstrained,-0.2782024729606548,-3.503,-3.502999999621508,3.7849190448469017e-10,True
2014-12-29,Unconstrained,-0.1927364181649104,-2.7599999999999993,-2.76,-4.440892098500626e-16,True
2014-12-30,Unconstrained,-0.30198136337063514,-3.6389999999999985,-3.638999999999998,4.440892098500626e-16,True
2014-12-31,Unconstrained,-0.28348834013786045,-3.3840000000000003,-3.3839999981187026,1.8812977842230794e-09,True
2015-01-02,Unconstrained,-0.21003579196053726,-2.8659999999999997,-2.865999999999975,2.4868995751603507e-14,True
2015-01-05,Unconstrained,-0.20504162737900028,-2.779000000000001,-2.7789999999996904,3.1041835768519377e-13,True
2015-01-06,Unconstrained,-0.17660971893107963,-2.5269999999999997,-2.5269999999912502,8.749445612465934e-12,True
2015-01-07,Unconstrained,-0.15288123681686397,-2.3560000000000003,-2.355999999995216,4.7841730577147246e-12,True
2015-01-08,Unconstrained,-0.1638355896186625,-2.4769999999999994,-2.476999999999953,4.6629367034256575e-14,True
2015-01-09,Unconstrained,-0.13077465388550907,-2.1689999999999996,-2.1689999999999996,0.0,True
2015-01-12,Unconstrained,-0.12528874621331326,-2.1090000000000004,-2.1089999999960596,3.940847648209456e-12,True
2015-01-13,Unconstrained,-0.13877692354218818,-2.22,-2.2199999999789424,2.105782215267027e-11,True
2015-01-14,Unconstrained,-0.27923138755579213,-3.2659999999999996,-3.2659999993877578,6.122418128029494e-10,True
2015-01-15,Unconstrained,-0.12429530791587905,-2.0769999999999995,-2.0769999998980517,1.0194778354843947e-10,True
2015-01-16,Unconstrained,-0.2575261102061922,-3.1389999999999985,-3.1389999999999985,0.0,True
2015-01-20,Unconstrained,-0.15449194231532376,-2.3629999999999995,-2.3629999999909037,9.095835196148983e-12,True
2015-01-21,Unconstrained,-0.28817439003577366,-3.430000000000001,-3.430000000000001,0.0,True
2015-01-22,Unconstrained,-0.34391360123298204,-3.9129999999999994,-3.9129999999805927,1.9406698470447736e-11,True
2015-01-23,Unconstrained,-0.24896494850772916,-3.2090000000000005,-3.2089999999799423,2.0058177341297778e-11,True
2015-01-26,Unconstrained,-0.28202490250095213,-3.502000000000001,-3.5019999988395045,1.1604965877154427e-09,True
2015-01-27,Unconstrained,-0.20595346861620928,-2.843000000000001,-2.8429999999999755,2.531308496145357e-14,True
2015-01-28,Unconstrained,-0.15688531239047515,-2.3760000000000003,-2.375999999985759,1.4241496870681658e-11,True
2015-01-29,Unconstrained,-0.23532728824194293,-3.044999999999999,-3.045,-8.881784197001252e-16,True
2015-01-30,Unconstrained,-0.17736967586504201,-2.536,-2.5359999999923026,7.697398274331135e-12,True
2015-02-02,Unconstrained,-0.23162441330800668,-2.997999999999999,-2.9979999999999976,1.3322676295501878e-15,True
2015-02-03,Unconstrained,-0.22243326023054938,-2.978,-2.977999999999998,2.220446049250313e-15,True
2015-02-04,Unconstrained,-0.18194586848824673,-2.62,-2.619999999999294,7.061018436615996e-13,True
2015-02-05,Unconstrained,-0.1948291160852536,-2.7540000000000004,-2.7539999999999636,3.68594044175552e-14,True
2015-02-06,Unconstrained,-0.17364597949426663,-2.5620000000000003,-2.5619999999998457,1.545430450278218e-13,True
2015-02-09,Unconstrained,-0.22692482049138002,-2.9849999999999994,-2.9849999999999968,2.6645352591003757e-15,True
2015-02-10,Unconstrained,-0.18365693800246877,-2.6510000000000007,-2.6509999999998706,1.3011813848606835e-13,True
2015-02-11,Unconstrained,-0.2049229824541142,-2.8389999999999986,-2.838999999999979,1.9539925233402755e-14,True
2015-02-12,Unconstrained,-0.21967798525793858,-2.9949999999999988,-2.9949999999999983,4.440892098500626e-16,True
2015-02-13,Unconstrained,-0.17546984939441862,-2.6040000000000005,-2.6040000000000005,0.0,True
2015-02-17,Unconstrained,-0.1917660998394522,-2.742,-2.741999999999999,8.881784197001252e-16,True
2015-02-18,Unconstrained,-0.2814811854867659,-3.5,-3.499999998998979,1.0010210438338163e-09,True
2015-02-19,Unconstrained,-0.2353326781330084,-3.1300000000000012,-3.1300000000000012,0.0,True
2015-02-20,Unconstrained,-0.1667776107459725,-2.5239999999999996,-2.5239999999999996,0.0,True
2015-02-23,Unconstrained,-0.27381235912770113,-3.4659999999999997,-3.4659999999131177,8.68820571042761e-11,True
2015-02-24,Unconstrained,-0.29053804253889365,-3.625999999999999,-3.6259999999999994,-4.440892098500626e-16,True
2015-02-25,Unconstrained,-0.2919984928568466,-3.6330000000000013,-3.633000000000002,-4.440892098500626e-16,True
2015-02-26,Unconstrained,-0.17656022620847228,-2.62,-2.6199999999999997,4.440892098500626e-16,True
2015-02-27,Unconstrained,-0.1782497147904308,-2.6400000000000006,-2.6400000000000006,0.0,True
2015-03-02,Unconstrained,-0.17405134054558621,-2.6010000000000004,-2.601,4.440892098500626e-16,True
2015-03-03,Unconstrained,-0.1446707517639867,-2.309,-2.3090000000000357,-3.552713678800501e-14,True
2015-03-04,Unconstrained,-0.19485418652431793,-2.789,-2.7890000001451876,-1.4518741764391052e-10,True
2015-03-05,Unconstrained,-0.1878749850595041,-2.7260000000000004,-2.726000000000001,-4.440892098500626e-16,True
2015-03-06,Unconstrained,-0.16109979302542082,-2.4650000000000007,-2.4650000000000003,4.440892098500626e-16,True
2015-03-09,Unconstrained,-0.15588348667019117,-2.4159999999999995,-2.415999999999998,1.3322676295501878e-15,True
2015-03-10,Unconstrained,-0.15006745639741462,-2.353,-2.353000000000001,-8.881784197001252e-16,True
2015-03-11,Unconstrained,-0.1522374412506648,-2.372,-2.3719999999999986,1.3322676295501878e-15,True
2015-03-12,Unconstrained,-0.12883528129087748,-2.153,-2.1530000000000222,-2.220446049250313e-14,True
2015-03-13,Unconstrained,-0.11928960869207555,-2.0599999999999996,-2.0600000000000493,-4.973799150320701e-14,True
2015-03-16,Unconstrained,-0.142213007187151,-2.283,-2.2829999999999977,2.220446049250313e-15,True
2015-03-17,Unconstrained,-0.16986468996093426,-2.5439999999999996,-2.5439999994643223,5.356772803111198e-10,True
2015-03-18,Unconstrained,-0.2012473315135482,-2.850999999999999,-2.8510000000403695,-4.037037371062979e-11,True
2015-03-19,Unconstrained,-0.1953109131802721,-2.7950000000000004,-2.7950000004184496,-4.184492752301594e-10,True
2015-03-20,Unconstrained,-0.22801993248096045,-3.1090000000000004,-3.1089999998399573,1.6004308989181482e-10,True
2015-03-23,Unconstrained,-0.1858099618626082,-2.7120000000000006,-2.7120000000000024,-1.7763568394002505e-15,True
2015-03-24,Unconstrained,-0.18283786943215796,-2.6819999999999995,-2.6820000000000004,-8.881784197001252e-16,True
2015-03-25,Unconstrained,-0.14352245149818973,-2.2959999999999994,-2.295999999999994,5.329070518200751e-15,True
2015-03-26,Unconstrained,-0.14257392021568324,-2.286,-2.2860000000000005,-4.440892098500626e-16,True
2015-03-27,Unconstrained,-0.1316073593593461,-2.1799999999999997,-2.180000000000038,-3.8191672047105385e-14,True
2015-03-30,Unconstrained,-0.1406437591115114,-2.2689999999999997,-2.2690000000000157,-1.5987211554602254e-14,True
2015-03-31,Unconstrained,-0.11695791539779463,-2.0349999999999993,-2.0350000000002484,-2.4913404672588513e-13,True
2015-04-01,Unconstrained,-0.12112116708394623,-2.0760000000000005,-2.07600000000021,-2.0961010704922955e-13,True
2015-04-02,Unconstrained,-0.11296442258841918,-1.9920000000000002,-1.992000000001224,-1.2236878177418475e-12,True
2015-04-06,Unconstrained,-0.11420944482854471,-2.005,-2.005000000000951,-9.512390874988341e-13,True
2015-04-07,Unconstrained,-0.1270179335318143,-2.1340000000000003,-2.134000000000123,-1.2256862191861728e-13,True
2015-04-08,Unconstrained,-0.1563296712769212,-2.4239999999999995,-2.423999999999994,5.329070518200751e-15,True
2015-04-09,Unconstrained,-0.1726445155009842,-2.5870000000000006,-2.586999999999999,1.7763568394002505e-15,True
2015-04-10,Unconstrained,-0.18618228810597495,-2.722,-2.722,0.0,True
2015-04-13,Unconstrained,-0.08981904455847944,-1.7459999999999993,-1.7460000000390152,-3.90159016205871e-11,True
2015-04-14,Unconstrained,-0.15018994063354388,-2.364,-2.3640000000000096,-9.769962616701378e-15,True
2015-04-15,Unconstrained,-0.11212771353143287,-1.9709999999999994,-1.971000000007715,-7.715605931934988e-12,True
2015-04-16,Unconstrained,-0.11855871767104059,-2.0370000000000004,-2.0370000000042565,-4.256150987203e-12,True
2015-04-17,Unconstrained,-0.1361768401397097,-2.2239999999999993,-2.224000000000126,-1.2656542480726785e-13,True
2015-04-20,Unconstrained,-0.1553738382867549,-2.4159999999999995,-2.4160000000000035,-3.9968028886505635e-15,True
2015-04-21,Unconstrained,-0.14152625301256785,-2.2769999999999997,-2.2770000000000863,-8.659739592076221e-14,True
2015-04-22,Unconstrained,-0.15440790764827692,-2.406999999999999,-2.4070000000000107,-1.1546319456101628e-14,True
2015-04-23,Unconstrained,-0.14643901324911932,-2.3260000000000005,-2.3260000000000938,-9.325873406851315e-14,True
2015-04-24,Unconstrained,-0.11481116808048403,-1.9950000000000003,-1.9950000000085248,-8.524514427676877e-12,True
2015-04-27,Unconstrained,-0.14223468800951958,-2.2840000000000003,-2.2840000000001193,-1.1901590823981678e-13,True
2015-04-28,Unconstrained,-0.15389824078358363,-2.4019999999999997,-2.4020000000000348,-3.5083047578154947e-14,True
2015-04-29,Unconstrained,-0.16756868944905895,-2.536,-2.5359999999999996,4.440892098500626e-16,True
2015-04-30,Unconstrained,-0.0749398481913192,-1.5959999999999994,-1.5960000001091863,-1.0918688175820535e-10,True
2015-05-01,Unconstrained,-0.13772158442665206,-2.2370000000000005,-2.2370000000003483,-3.4772185131259903e-13,True
2015-05-04,Unconstrained,-0.13098085684349225,-2.1680000000000006,-2.1680000000006996,-6.989964163039986e-13,True
2015-05-05,Unconstrained,-0.13591791914050436,-2.222,-2.222000000000058,-5.81756864903582e-14,True
2015-05-06,Unconstrained,-0.11094278029813204,-1.9739999999999995,-1.974000000000946,-9.465761507954085e-13,True
2015-05-07,Unconstrained,-0.12081467979278766,-2.0730000000000004,-2.0730000000002122,-2.1183055309847987e-13,True
2015-05-08,Unconstrained,-0.14315685105079934,-2.2930000000000006,-2.2930000000001156,-1.1501910535116622e-13,True
2015-05-11,Unconstrained,-0.07583720777612729,-1.5959999999999994,-1.5960000001671433,-1.671438543127124e-10,True
2015-05-12,Unconstrained,-0.15304569370586307,-2.3920000000000003,-2.3920000000000097,-9.325873406851315e-15,True
2015-05-13,Unconstrained,-0.17478706890582318,-2.6040000000000005,-2.604000000000001,-4.440892098500626e-16,True
2015-05-14,Unconstrained,-0.1905576180197113,-2.7629999999999995,-2.7629999999999972,2.220446049250313e-15,True
2015-05-15,Unconstrained,-0.18952845550742098,-2.7560000000000002,-2.756000000000001,-8.881784197001252e-16,True
2015-05-18,Unconstrained,-0.18309933565862332,-2.691,-2.6909999999999985,1.3322676295501878e-15,True
2015-05-19,Unconstrained,-0.17670985033820322,-2.628,-2.627999999999997,3.1086244689504383e-15,True
2015-05-20,Unconstrained,-0.1638314657416341,-2.5010000000000003,-2.501000000000008,-7.549516567451064e-15,True
2015-05-21,Unconstrained,-0.12587768305749403,-2.1109999999999998,-2.1110000000025413,-2.5415225479719084e-12,True
2015-05-22,Unconstrained,-0.16215788697200056,-2.4859999999999998,-2.4860000000000175,-1.7763568394002505e-14,True
2015-05-26,Unconstrained,-0.14437218598171897,-2.306,-2.3060000000000063,-6.217248937900877e-15,True
2015-05-27,Unconstrained,-0.1497628670910058,-2.3599999999999994,-2.3600000000000207,-2.1316282072803006e-14,True
2015-05-28,Unconstrained,-0.16763638700476652,-2.5370000000000004,-2.537,4.440892098500626e-16,True
2015-05-29,Unconstrained,-0.13877170914779033,-2.25,-2.2500000000000786,-7.860379014346108e-14,True
2015-06-01,Unconstrained,-0.138058177191104,-2.2430000000000008,-2.24300000000005,-4.929390229335695e-14,True
2015-06-02,Unconstrained,-0.12547843982157755,-2.117,-2.1170000000003526,-3.526068326209497e-13,True
2015-06-03,Unconstrained,-0.15980774943878182,-2.4590000000000005,-2.4590000000000027,-2.220446049250313e-15,True
2015-06-04,Unconstrained,-0.1334612005119354,-2.1980000000000004,-2.1980000000000324,-3.197442310920451e-14,True
2015-06-05,Unconstrained,-0.11029936662398211,-1.9620000000000004,-1.9620000000029845,-2.9840574455874957e-12,True
2015-06-08,Unconstrained,-0.09697044330231949,-1.8329999999999997,-1.833000000004817,-4.817257703848554e-12,True
2015-06-09,Unconstrained,-0.10799112965166412,-1.9400000000000006,-1.9400000000030186,-3.0180302701410255e-12,True
2015-06-10,Unconstrained,-0.12259626849766149,-2.0829999999999997,-2.0830000000015545,-1.5547563236850692e-12,True
2015-06-11,Unconstrained,-0.16694865278948554,-2.531999999999999,-2.5319999999999965,2.6645352591003757e-15,True
2015-06-12,Unconstrained,-0.10712160698786044,-1.9260000000000006,-1.9260000000066806,-6.679989894564642e-12,True
2015-06-15,Unconstrained,-0.10596274152045161,-1.925,-1.9250000000012717,-1.2716494524056543e-12,True
2015-06-16,Unconstrained,-0.11595524338695534,-2.0230000000000006,-2.0230000000007076,-7.069900220812997e-13,True
2015-06-17,Unconstrained,-0.10495431770989917,-1.9090000000000003,-1.909000000004277,-4.276801135461028e-12,True
2015-06-18,Unconstrained,-0.11626480445220634,-2.0170000000000003,-2.0170000000036414,-3.641087431560663e-12,True
2015-06-19,Unconstrained,-0.10930299413097304,-1.95,-1.9500000000042117,-4.211742066217994e-12,True
2015-06-22,Unconstrained,-0.11989620735581166,-2.0519999999999996,-2.052000000003241,-3.241407142695607e-12,True
2015-06-23,Unconstrained,-0.14184435939735227,-2.278,-2.27800000000032,-3.2018832030189515e-13,True
2015-06-24,Unconstrained,-0.11000264848014062,-1.9519999999999995,-1.9520000000071165,-7.1169736770571035e-12,True
2015-06-25,Unconstrained,-0.140554719442105,-2.2680000000000007,-2.2680000000000353,-3.4638958368304884e-14,True
2015-06-26,Unconstrained,-0.14447192025996752,-2.3069999999999995,-2.3070000000000066,-7.105427357601002e-15,True
