n,mean_relative_error,median_absolute_error,p90_absolute_error,p99_absolute_error,worst_absolute_error,share_within_1pct,share_within_5pct
3891,-0.006594012243510038,0.018209901922500934,0.04631768045109877,0.10741425213772114,0.2831840736758871,0.27807761500899514,0.920585967617579
